"CurrencyRateID";"CurrencyRateDate";"FromCurrencyCode";"ToCurrencyCode";"AverageRate";"EndOfDayRate";"ModifiedDate"
12174;08/06/2004 00:00:00;"USD";"BRL";3,911;3,911;08/06/2004 00:00:00
12175;08/06/2004 00:00:00;"USD";"CAD";1,569;1,569;08/06/2004 00:00:00
12176;08/06/2004 00:00:00;"USD";"CNY";8,287;8,286;08/06/2004 00:00:00
12177;08/06/2004 00:00:00;"USD";"EUR";1,023;1,022;08/06/2004 00:00:00
12178;08/06/2004 00:00:00;"USD";"GBP";0,647;0,646;08/06/2004 00:00:00
12179;08/06/2004 00:00:00;"USD";"JPY";125,16;125,12;08/06/2004 00:00:00
12180;08/06/2004 00:00:00;"USD";"MXN";9,989;9,98;08/06/2004 00:00:00
12181;08/06/2004 00:00:00;"USD";"SAR";3,751;3,748;08/06/2004 00:00:00
12182;08/06/2004 00:00:00;"USD";"VEB";1413,0;1412,927;08/06/2004 00:00:00
12183;09/06/2004 00:00:00;"USD";"ARS";3,61;3,611;09/06/2004 00:00:00
12184;09/06/2004 00:00:00;"USD";"AUD";1,809;1,809;09/06/2004 00:00:00
12185;09/06/2004 00:00:00;"USD";"BRL";3,917;3,917;09/06/2004 00:00:00
12186;09/06/2004 00:00:00;"USD";"CAD";1,564;1,565;09/06/2004 00:00:00
12187;09/06/2004 00:00:00;"USD";"CNY";8,287;8,288;09/06/2004 00:00:00
12188;09/06/2004 00:00:00;"USD";"EUR";1,024;1,025;09/06/2004 00:00:00
12189;09/06/2004 00:00:00;"USD";"GBP";0,646;0,647;09/06/2004 00:00:00
12190;09/06/2004 00:00:00;"USD";"JPY";124,61;124,649;09/06/2004 00:00:00
12191;09/06/2004 00:00:00;"USD";"MXN";9,941;9,944;09/06/2004 00:00:00
12192;09/06/2004 00:00:00;"USD";"SAR";3,75;3,756;09/06/2004 00:00:00
12193;09/06/2004 00:00:00;"USD";"VEB";1433,5;1433,579;09/06/2004 00:00:00
12194;10/06/2004 00:00:00;"USD";"ARS";3,61;3,609;10/06/2004 00:00:00
12195;10/06/2004 00:00:00;"USD";"AUD";1,805;1,805;10/06/2004 00:00:00
12196;10/06/2004 00:00:00;"USD";"BRL";3,815;3,815;10/06/2004 00:00:00
12197;10/06/2004 00:00:00;"USD";"CAD";1,565;1,565;10/06/2004 00:00:00
12198;10/06/2004 00:00:00;"USD";"CNY";8,287;8,287;10/06/2004 00:00:00
12199;10/06/2004 00:00:00;"USD";"EUR";1,023;1,023;10/06/2004 00:00:00
12200;10/06/2004 00:00:00;"USD";"GBP";0,643;0,643;10/06/2004 00:00:00
12201;10/06/2004 00:00:00;"USD";"JPY";124,49;124,424;10/06/2004 00:00:00
12202;10/06/2004 00:00:00;"USD";"MXN";9,996;9,994;10/06/2004 00:00:00
12203;10/06/2004 00:00:00;"USD";"SAR";3,75;3,744;10/06/2004 00:00:00
12204;10/06/2004 00:00:00;"USD";"VEB";1432,0;1431,93;10/06/2004 00:00:00
12205;11/06/2004 00:00:00;"USD";"ARS";3,61;3,611;11/06/2004 00:00:00
12206;11/06/2004 00:00:00;"USD";"AUD";1,8;1,8;11/06/2004 00:00:00
12207;11/06/2004 00:00:00;"USD";"BRL";3,889;3,889;11/06/2004 00:00:00
12208;11/06/2004 00:00:00;"USD";"CAD";1,568;1,568;11/06/2004 00:00:00
12209;11/06/2004 00:00:00;"USD";"CNY";8,287;8,287;11/06/2004 00:00:00
12210;11/06/2004 00:00:00;"USD";"EUR";1,025;1,025;11/06/2004 00:00:00
12211;11/06/2004 00:00:00;"USD";"GBP";0,645;0,645;11/06/2004 00:00:00
12212;11/06/2004 00:00:00;"USD";"JPY";124,34;124,391;11/06/2004 00:00:00
12213;11/06/2004 00:00:00;"USD";"MXN";10,011;10,019;11/06/2004 00:00:00
12214;11/06/2004 00:00:00;"USD";"SAR";3,751;3,76;11/06/2004 00:00:00
12215;11/06/2004 00:00:00;"USD";"VEB";1432,0;1432,001;11/06/2004 00:00:00
12216;12/06/2004 00:00:00;"USD";"ARS";3,61;3,609;12/06/2004 00:00:00
12217;12/06/2004 00:00:00;"USD";"AUD";1,8;1,799;12/06/2004 00:00:00
12218;12/06/2004 00:00:00;"USD";"BRL";3,889;3,888;12/06/2004 00:00:00
12219;12/06/2004 00:00:00;"USD";"CAD";1,568;1,567;12/06/2004 00:00:00
12220;12/06/2004 00:00:00;"USD";"CNY";8,287;8,287;12/06/2004 00:00:00
12221;12/06/2004 00:00:00;"USD";"EUR";1,025;1,025;12/06/2004 00:00:00
12222;12/06/2004 00:00:00;"USD";"GBP";0,645;0,644;12/06/2004 00:00:00
12223;12/06/2004 00:00:00;"USD";"JPY";124,34;124,257;12/06/2004 00:00:00
12224;12/06/2004 00:00:00;"USD";"MXN";9,82;9,811;12/06/2004 00:00:00
12225;12/06/2004 00:00:00;"USD";"SAR";3,751;3,747;12/06/2004 00:00:00
12226;12/06/2004 00:00:00;"USD";"VEB";1432,0;1431,954;12/06/2004 00:00:00
12227;13/06/2004 00:00:00;"USD";"ARS";3,61;3,611;13/06/2004 00:00:00
12228;13/06/2004 00:00:00;"USD";"AUD";1,8;1,8;13/06/2004 00:00:00
12229;13/06/2004 00:00:00;"USD";"BRL";3,889;3,889;13/06/2004 00:00:00
12230;13/06/2004 00:00:00;"USD";"CAD";1,568;1,568;13/06/2004 00:00:00
12231;13/06/2004 00:00:00;"USD";"CNY";8,287;8,288;13/06/2004 00:00:00
12232;13/06/2004 00:00:00;"USD";"EUR";1,024;1,025;13/06/2004 00:00:00
12233;13/06/2004 00:00:00;"USD";"GBP";0,646;0,647;13/06/2004 00:00:00
12234;13/06/2004 00:00:00;"USD";"JPY";124,2;124,216;13/06/2004 00:00:00
12235;13/06/2004 00:00:00;"USD";"MXN";9,82;9,826;13/06/2004 00:00:00
12236;13/06/2004 00:00:00;"USD";"SAR";3,751;3,757;13/06/2004 00:00:00
12237;13/06/2004 00:00:00;"USD";"VEB";1432,0;1432,062;13/06/2004 00:00:00
12238;14/06/2004 00:00:00;"USD";"ARS";3,6;3,599;14/06/2004 00:00:00
12239;14/06/2004 00:00:00;"USD";"AUD";1,789;1,789;14/06/2004 00:00:00
12240;14/06/2004 00:00:00;"USD";"BRL";3,776;3,775;14/06/2004 00:00:00
12241;14/06/2004 00:00:00;"USD";"CAD";1,559;1,559;14/06/2004 00:00:00
12242;14/06/2004 00:00:00;"USD";"CNY";8,287;8,287;14/06/2004 00:00:00
12243;14/06/2004 00:00:00;"USD";"EUR";1,016;1,016;14/06/2004 00:00:00
12244;14/06/2004 00:00:00;"USD";"GBP";0,641;0,64;14/06/2004 00:00:00
12245;14/06/2004 00:00:00;"USD";"JPY";123,62;123,563;14/06/2004 00:00:00
12246;14/06/2004 00:00:00;"USD";"MXN";10,091;10,084;14/06/2004 00:00:00
12247;14/06/2004 00:00:00;"USD";"SAR";3,75;3,746;14/06/2004 00:00:00
12248;14/06/2004 00:00:00;"USD";"VEB";1386,0;1385,94;14/06/2004 00:00:00
12249;15/06/2004 00:00:00;"USD";"ARS";3,57;3,57;15/06/2004 00:00:00
12250;15/06/2004 00:00:00;"USD";"AUD";1,796;1,796;15/06/2004 00:00:00
12251;15/06/2004 00:00:00;"USD";"BRL";3,83;3,83;15/06/2004 00:00:00
12252;15/06/2004 00:00:00;"USD";"CAD";1,563;1,564;15/06/2004 00:00:00
12253;15/06/2004 00:00:00;"USD";"CNY";8,287;8,287;15/06/2004 00:00:00
12254;15/06/2004 00:00:00;"USD";"EUR";1,017;1,018;15/06/2004 00:00:00
12255;15/06/2004 00:00:00;"USD";"GBP";0,642;0,643;15/06/2004 00:00:00
12256;15/06/2004 00:00:00;"USD";"JPY";123,0;123,009;15/06/2004 00:00:00
12257;15/06/2004 00:00:00;"USD";"MXN";10,216;10,224;15/06/2004 00:00:00
12258;15/06/2004 00:00:00;"USD";"SAR";3,751;3,761;15/06/2004 00:00:00
12259;15/06/2004 00:00:00;"USD";"VEB";1380,0;1380,001;15/06/2004 00:00:00
12260;16/06/2004 00:00:00;"USD";"ARS";3,55;3,55;16/06/2004 00:00:00
12261;16/06/2004 00:00:00;"USD";"AUD";1,808;1,807;16/06/2004 00:00:00
12262;16/06/2004 00:00:00;"USD";"BRL";3,715;3,714;16/06/2004 00:00:00
12263;16/06/2004 00:00:00;"USD";"CAD";1,566;1,566;16/06/2004 00:00:00
12264;16/06/2004 00:00:00;"USD";"CNY";8,287;8,286;16/06/2004 00:00:00
12265;16/06/2004 00:00:00;"USD";"EUR";1,016;1,016;16/06/2004 00:00:00
12266;16/06/2004 00:00:00;"USD";"GBP";0,642;0,641;16/06/2004 00:00:00
12267;16/06/2004 00:00:00;"USD";"JPY";122,94;122,854;16/06/2004 00:00:00
12268;16/06/2004 00:00:00;"USD";"MXN";10,208;10,199;16/06/2004 00:00:00
12269;16/06/2004 00:00:00;"USD";"SAR";3,75;3,741;16/06/2004 00:00:00
12270;16/06/2004 00:00:00;"USD";"VEB";1400,0;1399,927;16/06/2004 00:00:00
12271;17/06/2004 00:00:00;"USD";"ARS";3,53;3,53;17/06/2004 00:00:00
12272;17/06/2004 00:00:00;"USD";"AUD";1,803;1,804;17/06/2004 00:00:00
12273;17/06/2004 00:00:00;"USD";"BRL";3,643;3,643;17/06/2004 00:00:00
12274;17/06/2004 00:00:00;"USD";"CAD";1,558;1,558;17/06/2004 00:00:00
12275;17/06/2004 00:00:00;"USD";"CNY";8,287;8,288;17/06/2004 00:00:00
12276;17/06/2004 00:00:00;"USD";"EUR";1,01;1,011;17/06/2004 00:00:00
12277;17/06/2004 00:00:00;"USD";"GBP";0,639;0,639;17/06/2004 00:00:00
12278;17/06/2004 00:00:00;"USD";"JPY";122,55;122,639;17/06/2004 00:00:00
12279;17/06/2004 00:00:00;"USD";"MXN";10,204;10,212;17/06/2004 00:00:00
12280;17/06/2004 00:00:00;"USD";"SAR";3,751;3,761;17/06/2004 00:00:00
12281;17/06/2004 00:00:00;"USD";"VEB";1429,0;1429,038;17/06/2004 00:00:00
12282;18/06/2004 00:00:00;"USD";"ARS";3,53;3,53;18/06/2004 00:00:00
12283;18/06/2004 00:00:00;"USD";"AUD";1,789;1,789;18/06/2004 00:00:00
12284;18/06/2004 00:00:00;"USD";"BRL";3,705;3,705;18/06/2004 00:00:00
12285;18/06/2004 00:00:00;"USD";"CAD";1,559;1,558;18/06/2004 00:00:00
12286;18/06/2004 00:00:00;"USD";"CNY";8,287;8,286;18/06/2004 00:00:00
12287;18/06/2004 00:00:00;"USD";"EUR";1,004;1,004;18/06/2004 00:00:00
12288;18/06/2004 00:00:00;"USD";"GBP";0,64;0,639;18/06/2004 00:00:00
12289;18/06/2004 00:00:00;"USD";"JPY";122,23;122,141;18/06/2004 00:00:00
12290;18/06/2004 00:00:00;"USD";"MXN";10,217;10,208;18/06/2004 00:00:00
12291;18/06/2004 00:00:00;"USD";"SAR";3,751;3,748;18/06/2004 00:00:00
12292;18/06/2004 00:00:00;"USD";"VEB";1429,0;1428,954;18/06/2004 00:00:00
12293;19/06/2004 00:00:00;"USD";"ARS";3,53;3,531;19/06/2004 00:00:00
12294;19/06/2004 00:00:00;"USD";"AUD";1,793;1,793;19/06/2004 00:00:00
12295;19/06/2004 00:00:00;"USD";"BRL";3,705;3,706;19/06/2004 00:00:00
12296;19/06/2004 00:00:00;"USD";"CAD";1,559;1,559;19/06/2004 00:00:00
12297;19/06/2004 00:00:00;"USD";"CNY";8,287;8,288;19/06/2004 00:00:00
12298;19/06/2004 00:00:00;"USD";"EUR";1,004;1,004;19/06/2004 00:00:00
12299;19/06/2004 00:00:00;"USD";"GBP";0,639;0,64;19/06/2004 00:00:00
12300;19/06/2004 00:00:00;"USD";"JPY";122,21;122,298;19/06/2004 00:00:00
12301;19/06/2004 00:00:00;"USD";"MXN";10,191;10,201;19/06/2004 00:00:00
12302;19/06/2004 00:00:00;"USD";"SAR";3,751;3,759;19/06/2004 00:00:00
12303;19/06/2004 00:00:00;"USD";"VEB";1429,0;1429,007;19/06/2004 00:00:00
12304;20/06/2004 00:00:00;"USD";"ARS";3,53;3,53;20/06/2004 00:00:00
12305;20/06/2004 00:00:00;"USD";"AUD";1,788;1,787;20/06/2004 00:00:00
12306;20/06/2004 00:00:00;"USD";"BRL";3,705;3,704;20/06/2004 00:00:00
12307;20/06/2004 00:00:00;"USD";"CAD";1,559;1,558;20/06/2004 00:00:00
12308;20/06/2004 00:00:00;"USD";"CNY";8,287;8,287;20/06/2004 00:00:00
12309;20/06/2004 00:00:00;"USD";"EUR";1,003;1,003;20/06/2004 00:00:00
12310;20/06/2004 00:00:00;"USD";"GBP";0,639;0,638;20/06/2004 00:00:00
12311;20/06/2004 00:00:00;"USD";"JPY";122,14;122,052;20/06/2004 00:00:00
12312;20/06/2004 00:00:00;"USD";"MXN";10,191;10,19;20/06/2004 00:00:00
12313;20/06/2004 00:00:00;"USD";"SAR";3,751;3,744;20/06/2004 00:00:00
12314;20/06/2004 00:00:00;"USD";"VEB";1429,0;1428,986;20/06/2004 00:00:00
12315;21/06/2004 00:00:00;"USD";"ARS";3,57;3,571;21/06/2004 00:00:00
12316;21/06/2004 00:00:00;"USD";"AUD";1,782;1,782;21/06/2004 00:00:00
12317;21/06/2004 00:00:00;"USD";"BRL";3,55;3,551;21/06/2004 00:00:00
12318;21/06/2004 00:00:00;"USD";"CAD";1,555;1,555;21/06/2004 00:00:00
12319;21/06/2004 00:00:00;"USD";"CNY";8,287;8,288;21/06/2004 00:00:00
12320;21/06/2004 00:00:00;"USD";"EUR";1,003;1,003;21/06/2004 00:00:00
12321;21/06/2004 00:00:00;"USD";"GBP";0,642;0,642;21/06/2004 00:00:00
12322;21/06/2004 00:00:00;"USD";"JPY";122,3;122,342;21/06/2004 00:00:00
12323;21/06/2004 00:00:00;"USD";"MXN";10,215;10,217;21/06/2004 00:00:00
12324;21/06/2004 00:00:00;"USD";"SAR";3,751;3,76;21/06/2004 00:00:00
12325;21/06/2004 00:00:00;"USD";"VEB";1427,0;1427,047;21/06/2004 00:00:00
12326;22/06/2004 00:00:00;"USD";"ARS";3,54;3,539;22/06/2004 00:00:00
12327;22/06/2004 00:00:00;"USD";"AUD";1,782;1,782;22/06/2004 00:00:00
12328;22/06/2004 00:00:00;"USD";"BRL";3,56;3,56;22/06/2004 00:00:00
12329;22/06/2004 00:00:00;"USD";"CAD";1,557;1,556;22/06/2004 00:00:00
12330;22/06/2004 00:00:00;"USD";"CNY";8,287;8,286;22/06/2004 00:00:00
12331;22/06/2004 00:00:00;"USD";"EUR";1,0;1,0;22/06/2004 00:00:00
12332;22/06/2004 00:00:00;"USD";"GBP";0,64;0,639;22/06/2004 00:00:00
12333;22/06/2004 00:00:00;"USD";"JPY";121,85;121,783;22/06/2004 00:00:00
12334;22/06/2004 00:00:00;"USD";"MXN";10,205;10,201;22/06/2004 00:00:00
12335;22/06/2004 00:00:00;"USD";"SAR";3,751;3,742;22/06/2004 00:00:00
12336;22/06/2004 00:00:00;"USD";"VEB";1393,5;1393,406;22/06/2004 00:00:00
12337;23/06/2004 00:00:00;"USD";"ARS";3,54;3,541;23/06/2004 00:00:00
12338;23/06/2004 00:00:00;"USD";"AUD";1,775;1,776;23/06/2004 00:00:00
12339;23/06/2004 00:00:00;"USD";"BRL";3,661;3,662;23/06/2004 00:00:00
12340;23/06/2004 00:00:00;"USD";"CAD";1,554;1,555;23/06/2004 00:00:00
12341;23/06/2004 00:00:00;"USD";"CNY";8,287;8,287;23/06/2004 00:00:00
12342;23/06/2004 00:00:00;"USD";"EUR";0,997;0,997;23/06/2004 00:00:00
12343;23/06/2004 00:00:00;"USD";"GBP";0,639;0,64;23/06/2004 00:00:00
12344;23/06/2004 00:00:00;"USD";"JPY";121,83;121,889;23/06/2004 00:00:00
12345;23/06/2004 00:00:00;"USD";"MXN";10,216;10,22;23/06/2004 00:00:00
12346;23/06/2004 00:00:00;"USD";"SAR";3,75;3,752;23/06/2004 00:00:00
12347;23/06/2004 00:00:00;"USD";"VEB";1374,5;1374,514;23/06/2004 00:00:00
12348;24/06/2004 00:00:00;"USD";"ARS";3,55;3,549;24/06/2004 00:00:00
12349;24/06/2004 00:00:00;"USD";"AUD";1,766;1,765;24/06/2004 00:00:00
12350;24/06/2004 00:00:00;"USD";"BRL";3,588;3,588;24/06/2004 00:00:00
12351;24/06/2004 00:00:00;"USD";"CAD";1,557;1,557;24/06/2004 00:00:00
12352;24/06/2004 00:00:00;"USD";"CNY";8,287;8,287;24/06/2004 00:00:00
12353;24/06/2004 00:00:00;"USD";"EUR";0,991;0,991;24/06/2004 00:00:00
12354;24/06/2004 00:00:00;"USD";"GBP";0,633;0,632;24/06/2004 00:00:00
12355;24/06/2004 00:00:00;"USD";"JPY";121,18;121,119;24/06/2004 00:00:00
12356;24/06/2004 00:00:00;"USD";"MXN";10,289;10,284;24/06/2004 00:00:00
12357;24/06/2004 00:00:00;"USD";"SAR";3,75;3,743;24/06/2004 00:00:00
12358;24/06/2004 00:00:00;"USD";"VEB";1393,0;1392,906;24/06/2004 00:00:00
12359;25/06/2004 00:00:00;"USD";"ARS";3,55;3,55;25/06/2004 00:00:00
12360;25/06/2004 00:00:00;"USD";"AUD";1,772;1,772;25/06/2004 00:00:00
12361;25/06/2004 00:00:00;"USD";"BRL";3,632;3,632;25/06/2004 00:00:00
12362;25/06/2004 00:00:00;"USD";"CAD";1,565;1,565;25/06/2004 00:00:00
12363;25/06/2004 00:00:00;"USD";"CNY";8,287;8,287;25/06/2004 00:00:00
12364;25/06/2004 00:00:00;"USD";"EUR";0,987;0,988;25/06/2004 00:00:00
12365;25/06/2004 00:00:00;"USD";"GBP";0,629;0,629;25/06/2004 00:00:00
12366;25/06/2004 00:00:00;"USD";"JPY";119,84;119,919;25/06/2004 00:00:00
12367;25/06/2004 00:00:00;"USD";"MXN";10,333;10,341;25/06/2004 00:00:00
12368;25/06/2004 00:00:00;"USD";"SAR";3,751;3,758;25/06/2004 00:00:00
12369;25/06/2004 00:00:00;"USD";"VEB";1393,0;1393,035;25/06/2004 00:00:00
12370;26/06/2004 00:00:00;"USD";"ARS";3,55;3,55;26/06/2004 00:00:00
12371;26/06/2004 00:00:00;"USD";"AUD";1,773;1,773;26/06/2004 00:00:00
12372;26/06/2004 00:00:00;"USD";"BRL";3,632;3,631;26/06/2004 00:00:00
12373;26/06/2004 00:00:00;"USD";"CAD";1,565;1,565;26/06/2004 00:00:00
12374;26/06/2004 00:00:00;"USD";"CNY";8,287;8,287;26/06/2004 00:00:00
12375;26/06/2004 00:00:00;"USD";"EUR";0,985;0,984;26/06/2004 00:00:00
12376;26/06/2004 00:00:00;"USD";"GBP";0,628;0,628;26/06/2004 00:00:00
12377;26/06/2004 00:00:00;"USD";"JPY";119,84;119,79;26/06/2004 00:00:00
12378;26/06/2004 00:00:00;"USD";"MXN";10,333;10,331;26/06/2004 00:00:00
12379;26/06/2004 00:00:00;"USD";"SAR";3,751;3,741;26/06/2004 00:00:00
12380;26/06/2004 00:00:00;"USD";"VEB";1393,0;1392,968;26/06/2004 00:00:00
12381;27/06/2004 00:00:00;"USD";"ARS";3,55;3,551;27/06/2004 00:00:00
12382;27/06/2004 00:00:00;"USD";"AUD";1,773;1,774;27/06/2004 00:00:00
12383;27/06/2004 00:00:00;"USD";"BRL";3,632;3,632;27/06/2004 00:00:00
12384;27/06/2004 00:00:00;"USD";"CAD";1,564;1,565;27/06/2004 00:00:00
12385;27/06/2004 00:00:00;"USD";"CNY";8,287;8,288;27/06/2004 00:00:00
12386;27/06/2004 00:00:00;"USD";"EUR";0,988;0,988;27/06/2004 00:00:00
12387;27/06/2004 00:00:00;"USD";"GBP";0,629;0,629;27/06/2004 00:00:00
12388;27/06/2004 00:00:00;"USD";"JPY";119,85;119,9;27/06/2004 00:00:00
12389;27/06/2004 00:00:00;"USD";"MXN";10,333;10,335;27/06/2004 00:00:00
12390;27/06/2004 00:00:00;"USD";"SAR";3,751;3,751;27/06/2004 00:00:00
12391;27/06/2004 00:00:00;"USD";"VEB";1393,0;1393,004;27/06/2004 00:00:00
12392;28/06/2004 00:00:00;"USD";"ARS";3,55;3,549;28/06/2004 00:00:00
12393;28/06/2004 00:00:00;"USD";"AUD";1,782;1,781;28/06/2004 00:00:00
12394;28/06/2004 00:00:00;"USD";"BRL";3,525;3,524;28/06/2004 00:00:00
12395;28/06/2004 00:00:00;"USD";"CAD";1,57;1,57;28/06/2004 00:00:00
12396;28/06/2004 00:00:00;"USD";"CNY";8,287;8,286;28/06/2004 00:00:00
12397;28/06/2004 00:00:00;"USD";"EUR";0,99;0,989;28/06/2004 00:00:00
12398;28/06/2004 00:00:00;"USD";"GBP";0,63;0,63;28/06/2004 00:00:00
12399;28/06/2004 00:00:00;"USD";"JPY";119,56;119,505;28/06/2004 00:00:00
12400;28/06/2004 00:00:00;"USD";"MXN";10,349;10,347;28/06/2004 00:00:00
12401;28/06/2004 00:00:00;"USD";"SAR";3,751;3,741;28/06/2004 00:00:00
12402;28/06/2004 00:00:00;"USD";"VEB";1362,0;1361,937;28/06/2004 00:00:00
12403;29/06/2004 00:00:00;"USD";"ARS";3,53;3,531;29/06/2004 00:00:00
12404;29/06/2004 00:00:00;"USD";"AUD";1,785;1,785;29/06/2004 00:00:00
12405;29/06/2004 00:00:00;"USD";"BRL";3,624;3,625;29/06/2004 00:00:00
12406;29/06/2004 00:00:00;"USD";"CAD";1,578;1,578;29/06/2004 00:00:00
12407;29/06/2004 00:00:00;"USD";"CNY";8,287;8,287;29/06/2004 00:00:00
12408;29/06/2004 00:00:00;"USD";"EUR";0,988;0,989;29/06/2004 00:00:00
12409;29/06/2004 00:00:00;"USD";"GBP";0,629;0,63;29/06/2004 00:00:00
12410;29/06/2004 00:00:00;"USD";"JPY";119,65;119,729;29/06/2004 00:00:00
12411;29/06/2004 00:00:00;"USD";"MXN";10,319;10,324;29/06/2004 00:00:00
12412;29/06/2004 00:00:00;"USD";"SAR";3,751;3,76;29/06/2004 00:00:00
12413;29/06/2004 00:00:00;"USD";"VEB";1354,0;1354,073;29/06/2004 00:00:00
12414;30/06/2004 00:00:00;"USD";"ARS";3,53;3,529;30/06/2004 00:00:00
12415;30/06/2004 00:00:00;"USD";"AUD";1,787;1,787;30/06/2004 00:00:00
12416;30/06/2004 00:00:00;"USD";"BRL";3,713;3,712;30/06/2004 00:00:00
12417;30/06/2004 00:00:00;"USD";"CAD";1,575;1,575;30/06/2004 00:00:00
12418;30/06/2004 00:00:00;"USD";"CNY";8,287;8,287;30/06/2004 00:00:00
12419;30/06/2004 00:00:00;"USD";"EUR";0,993;0,993;30/06/2004 00:00:00
12420;30/06/2004 00:00:00;"USD";"GBP";0,631;0,631;30/06/2004 00:00:00
12421;30/06/2004 00:00:00;"USD";"JPY";120,23;120,162;30/06/2004 00:00:00
12422;30/06/2004 00:00:00;"USD";"MXN";10,272;10,272;30/06/2004 00:00:00
12423;30/06/2004 00:00:00;"USD";"SAR";3,75;3,747;30/06/2004 00:00:00
12424;30/06/2004 00:00:00;"USD";"VEB";1354,0;1353,947;30/06/2004 00:00:00
12425;01/07/2004 00:00:00;"USD";"ARS";3,55;3,55;01/07/2004 00:00:00
12426;01/07/2004 00:00:00;"USD";"AUD";1,776;1,776;01/07/2004 00:00:00
12427;01/07/2004 00:00:00;"USD";"BRL";3,695;3,695;01/07/2004 00:00:00
12428;01/07/2004 00:00:00;"USD";"CAD";1,575;1,576;01/07/2004 00:00:00
12429;01/07/2004 00:00:00;"USD";"CNY";8,287;8,287;01/07/2004 00:00:00
12430;01/07/2004 00:00:00;"USD";"EUR";0,996;0,996;01/07/2004 00:00:00
12431;01/07/2004 00:00:00;"USD";"GBP";0,633;0,634;01/07/2004 00:00:00
12432;01/07/2004 00:00:00;"USD";"JPY";120,52;120,586;01/07/2004 00:00:00
12433;01/07/2004 00:00:00;"USD";"MXN";10,248;10,255;01/07/2004 00:00:00
12434;01/07/2004 00:00:00;"USD";"SAR";3,75;3,754;01/07/2004 00:00:00
12435;01/07/2004 00:00:00;"USD";"VEB";1362,0;1362,03;01/07/2004 00:00:00
12436;01/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12437;02/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12438;03/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12439;04/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12440;05/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12441;06/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12442;07/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12443;08/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12444;09/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12445;10/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12446;11/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12447;12/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12448;13/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12449;14/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12450;15/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12451;16/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12452;17/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12453;18/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12454;19/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12455;20/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12456;21/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12457;22/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12458;23/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12459;24/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12460;25/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12461;26/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12462;27/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12463;28/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12464;29/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12465;30/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12466;31/07/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12467;01/08/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12468;02/08/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12469;03/08/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12470;04/08/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12471;05/08/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12472;06/08/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12473;07/08/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12474;08/08/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
12475;09/08/2001 00:00:00;"USD";"USD";1,0;1,0;03/02/2004 17:39:45
