"DatabaseLogID";"PostTime";"DatabaseUser";"Event";"Schema";"Object";"TSQL";"XmlEvent"
11;14/10/2005 01:58:28;"dbo";"CREATE_FUNCTION";"dbo";"ufnLeadingZeros";"
CREATE FUNCTION [dbo].[ufnLeadingZeros](
    @Value int
) 
RETURNS varchar(8) 
WITH SCHEMABINDING 
AS 
BEGIN
    DECLARE @ReturnValue varchar(8);

    SET @ReturnValue = CONVERT(varchar(8), @Value);
    SET @ReturnValue = REPLICATE('0', 8 - DATALENGTH(@ReturnValue)) + @ReturnValue;

    RETURN (@ReturnValue);
END;
";"<EVENT_INSTANCE><EventType>CREATE_FUNCTION</EventType><PostTime>2005-10-14T01:58:28.287</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>dbo</SchemaName><ObjectName>ufnLeadingZeros</ObjectName><ObjectType>FUNCTION</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE FUNCTION [dbo].[ufnLeadingZeros](&#x0D;
    @Value int&#x0D;
) &#x0D;
RETURNS varchar(8) &#x0D;
WITH SCHEMABINDING &#x0D;
AS &#x0D;
BEGIN&#x0D;
    DECLARE @ReturnValue varchar(8);&#x0D;
&#x0D;
    SET @ReturnValue = CONVERT(varchar(8), @Value);&#x0D;
    SET @ReturnValue = REPLICATE('0', 8 - DATALENGTH(@ReturnValue)) + @ReturnValue;&#x0D;
&#x0D;
    RETURN (@ReturnValue);&#x0D;
END;&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
12;14/10/2005 01:58:28;"dbo";"CREATE_SCHEMA";"HumanResources";null;"
CREATE SCHEMA [HumanResources] AUTHORIZATION [dbo];
";"<EVENT_INSTANCE><EventType>CREATE_SCHEMA</EventType><PostTime>2005-10-14T01:58:28.507</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><OwnerName>dbo</OwnerName><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE SCHEMA [HumanResources] AUTHORIZATION [dbo];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
13;14/10/2005 01:58:28;"dbo";"CREATE_SCHEMA";"Person";null;"
CREATE SCHEMA [Person] AUTHORIZATION [dbo];
";"<EVENT_INSTANCE><EventType>CREATE_SCHEMA</EventType><PostTime>2005-10-14T01:58:28.617</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Person</SchemaName><OwnerName>dbo</OwnerName><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE SCHEMA [Person] AUTHORIZATION [dbo];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
14;14/10/2005 01:58:28;"dbo";"CREATE_SCHEMA";"Production";null;"
CREATE SCHEMA [Production] AUTHORIZATION [dbo];
";"<EVENT_INSTANCE><EventType>CREATE_SCHEMA</EventType><PostTime>2005-10-14T01:58:28.727</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><OwnerName>dbo</OwnerName><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE SCHEMA [Production] AUTHORIZATION [dbo];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
15;14/10/2005 01:58:28;"dbo";"CREATE_SCHEMA";"Purchasing";null;"
CREATE SCHEMA [Purchasing] AUTHORIZATION [dbo];
";"<EVENT_INSTANCE><EventType>CREATE_SCHEMA</EventType><PostTime>2005-10-14T01:58:28.837</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><OwnerName>dbo</OwnerName><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE SCHEMA [Purchasing] AUTHORIZATION [dbo];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
16;14/10/2005 01:58:28;"dbo";"CREATE_SCHEMA";"Sales";null;"
CREATE SCHEMA [Sales] AUTHORIZATION [dbo];
";"<EVENT_INSTANCE><EventType>CREATE_SCHEMA</EventType><PostTime>2005-10-14T01:58:28.943</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><OwnerName>dbo</OwnerName><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>&#x0D;
CREATE SCHEMA [Sales] AUTHORIZATION [dbo];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
17;14/10/2005 01:58:29;"dbo";"CREATE_XML_SCHEMA_COLLECTION";"Person";"AdditionalContactInfoSchemaCollection";"CREATE XML SCHEMA COLLECTION [Person].[AdditionalContactInfoSchemaCollection] AS 
'<?xml version=""1.0"" encoding=""UTF-8""?>
<xsd:schema targetNamespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactInfo"" 
    xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactInfo"" 
    elementFormDefault=""qualified""
    xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" >
    <!-- the following imports are not needed. They simply provide readability -->

    <xsd:import 
        namespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord"" />

    <xsd:import 
        namespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes"" />

    <xsd:element name=""AdditionalContactInfo"" >
        <xsd:complexType mixed=""true"" >
            <xsd:sequence>
                <xsd:any processContents=""strict"" 
                    namespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord 
                        http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes""
                        minOccurs=""0"" maxOccurs=""unbounded"" />
            </xsd:sequence>
        </xsd:complexType>
    </xsd:element>
</xsd:schema>';
";"<EVENT_INSTANCE><EventType>CREATE_XML_SCHEMA_COLLECTION</EventType><PostTime>2005-10-14T01:58:29.287</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Person</SchemaName><ObjectName>AdditionalContactInfoSchemaCollection</ObjectName><ObjectType>XML SCHEMA COLLECTION</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE XML SCHEMA COLLECTION [Person].[AdditionalContactInfoSchemaCollection] AS &#x0D;
'&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;&#x0D;
&lt;xsd:schema targetNamespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactInfo"" &#x0D;
    xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactInfo"" &#x0D;
    elementFormDefault=""qualified""&#x0D;
    xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" &gt;&#x0D;
    &lt;!-- the following imports are not needed. They simply provide readability --&gt;&#x0D;
&#x0D;
    &lt;xsd:import &#x0D;
        namespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord"" /&gt;&#x0D;
&#x0D;
    &lt;xsd:import &#x0D;
        namespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes"" /&gt;&#x0D;
&#x0D;
    &lt;xsd:element name=""AdditionalContactInfo"" &gt;&#x0D;
        &lt;xsd:complexType mixed=""true"" &gt;&#x0D;
            &lt;xsd:sequence&gt;&#x0D;
                &lt;xsd:any processContents=""strict"" &#x0D;
                    namespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord &#x0D;
                        http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes""&#x0D;
                        minOccurs=""0"" maxOccurs=""unbounded"" /&gt;&#x0D;
            &lt;/xsd:sequence&gt;&#x0D;
        &lt;/xsd:complexType&gt;&#x0D;
    &lt;/xsd:element&gt;&#x0D;
&lt;/xsd:schema&gt;';&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
18;14/10/2005 01:58:29;"dbo";"ALTER_XML_SCHEMA_COLLECTION";"Person";"AdditionalContactInfoSchemaCollection";"ALTER XML SCHEMA COLLECTION [Person].[AdditionalContactInfoSchemaCollection] ADD 
'<?xml version=""1.0"" encoding=""UTF-8""?>
<xsd:schema targetNamespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord""
    elementFormDefault=""qualified""
    xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord""
    xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" >

    <xsd:element name=""ContactRecord"" >
        <xsd:complexType mixed=""true"" >
            <xsd:choice minOccurs=""0"" maxOccurs=""unbounded"" >
                <xsd:any processContents=""strict""  
                    namespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes"" />
            </xsd:choice>
            <xsd:attribute name=""date"" type=""xsd:date"" />
        </xsd:complexType>
    </xsd:element>
</xsd:schema>';
";"<EVENT_INSTANCE><EventType>ALTER_XML_SCHEMA_COLLECTION</EventType><PostTime>2005-10-14T01:58:29.383</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Person</SchemaName><ObjectName>AdditionalContactInfoSchemaCollection</ObjectName><ObjectType>XML SCHEMA COLLECTION</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER XML SCHEMA COLLECTION [Person].[AdditionalContactInfoSchemaCollection] ADD &#x0D;
'&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;&#x0D;
&lt;xsd:schema targetNamespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord""&#x0D;
    elementFormDefault=""qualified""&#x0D;
    xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord""&#x0D;
    xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" &gt;&#x0D;
&#x0D;
    &lt;xsd:element name=""ContactRecord"" &gt;&#x0D;
        &lt;xsd:complexType mixed=""true"" &gt;&#x0D;
            &lt;xsd:choice minOccurs=""0"" maxOccurs=""unbounded"" &gt;&#x0D;
                &lt;xsd:any processContents=""strict""  &#x0D;
                    namespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes"" /&gt;&#x0D;
            &lt;/xsd:choice&gt;&#x0D;
            &lt;xsd:attribute name=""date"" type=""xsd:date"" /&gt;&#x0D;
        &lt;/xsd:complexType&gt;&#x0D;
    &lt;/xsd:element&gt;&#x0D;
&lt;/xsd:schema&gt;';&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
19;14/10/2005 01:58:29;"dbo";"ALTER_XML_SCHEMA_COLLECTION";"Person";"AdditionalContactInfoSchemaCollection";"ALTER XML SCHEMA COLLECTION [Person].[AdditionalContactInfoSchemaCollection] ADD 
'<?xml version=""1.0"" encoding=""UTF-8""?>
<xsd:schema targetNamespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes""
    xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes"" 
    elementFormDefault=""qualified""
    xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" >

    <xsd:complexType name=""specialInstructionsType"" mixed=""true"">
        <xsd:sequence>
            <xsd:any processContents=""strict"" 
                namespace = ""##targetNamespace""
                minOccurs=""0"" maxOccurs=""unbounded"" />
        </xsd:sequence>
    </xsd:complexType>

    <xsd:complexType name=""phoneNumberType"">
        <xsd:sequence>
            <xsd:element name=""number"" >
                <xsd:simpleType>
                    <xsd:restriction base=""xsd:string"">
                        <xsd:pattern value=""[0-9\(\)\-]*""/>
                    </xsd:restriction>
                </xsd:simpleType>
            </xsd:element>
            <xsd:element name=""SpecialInstructions"" minOccurs=""0"" type=""specialInstructionsType"" />
        </xsd:sequence>
    </xsd:complexType>

    <xsd:complexType name=""eMailType"">
        <xsd:sequence>
            <xsd:element name=""eMailAddress"" type=""xsd:string"" />
            <xsd:element name=""SpecialInstructions"" minOccurs=""0"" type=""specialInstructionsType"" />
        </xsd:sequence>
    </xsd:complexType>

    <xsd:complexType name=""addressType"">
        <xsd:sequence>
            <xsd:element name=""Street"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""2"" />
            <xsd:element name=""City"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""1"" />
            <xsd:element name=""StateProvince"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""1"" />
            <xsd:element name=""PostalCode"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" />
            <xsd:element name=""CountryRegion"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""1"" />
            <xsd:element name=""SpecialInstructions"" type=""specialInstructionsType"" minOccurs=""0""/>
        </xsd:sequence>
    </xsd:complexType>

    <xsd:element name=""telephoneNumber""            type=""phoneNumberType"" />
    <xsd:element name=""mobile""                     type=""phoneNumberType"" />
    <xsd:element name=""pager""                      type=""phoneNumberType"" />
    <xsd:element name=""facsimileTelephoneNumber""   type=""phoneNumberType"" />
    <xsd:element name=""telexNumber""                type=""phoneNumberType"" />
    <xsd:element name=""internationaliSDNNumber""    type=""phoneNumberType"" />
    <xsd:element name=""eMail""                      type=""eMailType"" />
    <xsd:element name=""homePostalAddress""          type=""addressType"" />
    <xsd:element name=""physicalDeliveryOfficeName"" type=""addressType"" />
    <xsd:element name=""registeredAddress""          type=""addressType"" /> 
</xsd:schema>';
";"<EVENT_INSTANCE><EventType>ALTER_XML_SCHEMA_COLLECTION</EventType><PostTime>2005-10-14T01:58:29.507</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Person</SchemaName><ObjectName>AdditionalContactInfoSchemaCollection</ObjectName><ObjectType>XML SCHEMA COLLECTION</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>ALTER XML SCHEMA COLLECTION [Person].[AdditionalContactInfoSchemaCollection] ADD &#x0D;
'&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;&#x0D;
&lt;xsd:schema targetNamespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes""&#x0D;
    xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes"" &#x0D;
    elementFormDefault=""qualified""&#x0D;
    xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" &gt;&#x0D;
&#x0D;
    &lt;xsd:complexType name=""specialInstructionsType"" mixed=""true""&gt;&#x0D;
        &lt;xsd:sequence&gt;&#x0D;
            &lt;xsd:any processContents=""strict"" &#x0D;
                namespace = ""##targetNamespace""&#x0D;
                minOccurs=""0"" maxOccurs=""unbounded"" /&gt;&#x0D;
        &lt;/xsd:sequence&gt;&#x0D;
    &lt;/xsd:complexType&gt;&#x0D;
&#x0D;
    &lt;xsd:complexType name=""phoneNumberType""&gt;&#x0D;
        &lt;xsd:sequence&gt;&#x0D;
            &lt;xsd:element name=""number"" &gt;&#x0D;
                &lt;xsd:simpleType&gt;&#x0D;
                    &lt;xsd:restriction base=""xsd:string""&gt;&#x0D;
                        &lt;xsd:pattern value=""[0-9\(\)\-]*""/&gt;&#x0D;
                    &lt;/xsd:restriction&gt;&#x0D;
                &lt;/xsd:simpleType&gt;&#x0D;
            &lt;/xsd:element&gt;&#x0D;
            &lt;xsd:element name=""SpecialInstructions"" minOccurs=""0"" type=""specialInstructionsType"" /&gt;&#x0D;
        &lt;/xsd:sequence&gt;&#x0D;
    &lt;/xsd:complexType&gt;&#x0D;
&#x0D;
    &lt;xsd:complexType name=""eMailType""&gt;&#x0D;
        &lt;xsd:sequence&gt;&#x0D;
            &lt;xsd:element name=""eMailAddress"" type=""xsd:string"" /&gt;&#x0D;
            &lt;xsd:element name=""SpecialInstructions"" minOccurs=""0"" type=""specialInstructionsType"" /&gt;&#x0D;
        &lt;/xsd:sequence&gt;&#x0D;
    &lt;/xsd:complexType&gt;&#x0D;
&#x0D;
    &lt;xsd:complexType name=""addressType""&gt;&#x0D;
        &lt;xsd:sequence&gt;&#x0D;
            &lt;xsd:element name=""Street"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""2"" /&gt;&#x0D;
            &lt;xsd:element name=""City"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""1"" /&gt;&#x0D;
            &lt;xsd:element name=""StateProvince"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""1"" /&gt;&#x0D;
            &lt;xsd:element name=""PostalCode"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
            &lt;xsd:element name=""CountryRegion"" type=""xsd:string"" minOccurs=""1"" maxOccurs=""1"" /&gt;&#x0D;
            &lt;xsd:element name=""SpecialInstructions"" type=""specialInstructionsType"" minOccurs=""0""/&gt;&#x0D;
        &lt;/xsd:sequence&gt;&#x0D;
    &lt;/xsd:complexType&gt;&#x0D;
&#x0D;
    &lt;xsd:element name=""telephoneNumber""            type=""phoneNumberType"" /&gt;&#x0D;
    &lt;xsd:element name=""mobile""                     type=""phoneNumberType"" /&gt;&#x0D;
    &lt;xsd:element name=""pager""                      type=""phoneNumberType"" /&gt;&#x0D;
    &lt;xsd:element name=""facsimileTelephoneNumber""   type=""phoneNumberType"" /&gt;&#x0D;
    &lt;xsd:element name=""telexNumber""                type=""phoneNumberType"" /&gt;&#x0D;
    &lt;xsd:element name=""internationaliSDNNumber""    type=""phoneNumberType"" /&gt;&#x0D;
    &lt;xsd:element name=""eMail""                      type=""eMailType"" /&gt;&#x0D;
    &lt;xsd:element name=""homePostalAddress""          type=""addressType"" /&gt;&#x0D;
    &lt;xsd:element name=""physicalDeliveryOfficeName"" type=""addressType"" /&gt;&#x0D;
    &lt;xsd:element name=""registeredAddress""          type=""addressType"" /&gt; &#x0D;
&lt;/xsd:schema&gt;';&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
20;14/10/2005 01:58:29;"dbo";"CREATE_XML_SCHEMA_COLLECTION";"Sales";"IndividualSurveySchemaCollection";"CREATE XML SCHEMA COLLECTION [Sales].[IndividualSurveySchemaCollection] AS 
'<?xml version=""1.0"" encoding=""UTF-8""?>
<xsd:schema targetNamespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"" 
    xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""
    elementFormDefault=""qualified""
    xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" >

    <xsd:simpleType name=""SalaryType"">
        <xsd:restriction base=""xsd:string"">
            <xsd:enumeration value=""0-25000"" />
            <xsd:enumeration value=""25001-50000"" />
            <xsd:enumeration value=""50001-75000"" />
            <xsd:enumeration value=""75001-100000"" />
            <xsd:enumeration value=""greater than 100000"" />
        </xsd:restriction>
    </xsd:simpleType>

    <xsd:simpleType name=""MileRangeType"">
        <xsd:restriction base=""xsd:string"">
            <xsd:enumeration value=""0-1 Miles"" />
            <xsd:enumeration value=""1-2 Miles"" />
            <xsd:enumeration value=""2-5 Miles"" />
            <xsd:enumeration value=""5-10 Miles"" />
            <xsd:enumeration value=""10+ Miles"" />
        </xsd:restriction>
    </xsd:simpleType>

    <xsd:element name=""IndividualSurvey"">
        <xsd:complexType>
            <xsd:sequence>
                <xsd:element name=""TotalPurchaseYTD"" type=""xsd:decimal"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""DateFirstPurchase"" type=""xsd:date"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""BirthDate"" type=""xsd:date"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""MaritalStatus"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""YearlyIncome"" type=""SalaryType"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""Gender"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""TotalChildren"" type=""xsd:int"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""NumberChildrenAtHome"" type=""xsd:int"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""Education"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""Occupation"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""HomeOwnerFlag"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""NumberCarsOwned"" type=""xsd:int"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""Hobby"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""unbounded"" />
                <xsd:element name=""CommuteDistance"" type=""MileRangeType"" minOccurs=""0"" maxOccurs=""1"" />
                <xsd:element name=""Comments"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" />
            </xsd:sequence>
        </xsd:complexType>
    </xsd:element>
</xsd:schema>';
";"<EVENT_INSTANCE><EventType>CREATE_XML_SCHEMA_COLLECTION</EventType><PostTime>2005-10-14T01:58:29.710</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Sales</SchemaName><ObjectName>IndividualSurveySchemaCollection</ObjectName><ObjectType>XML SCHEMA COLLECTION</ObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE XML SCHEMA COLLECTION [Sales].[IndividualSurveySchemaCollection] AS &#x0D;
'&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;&#x0D;
&lt;xsd:schema targetNamespace=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"" &#x0D;
    xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""&#x0D;
    elementFormDefault=""qualified""&#x0D;
    xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" &gt;&#x0D;
&#x0D;
    &lt;xsd:simpleType name=""SalaryType""&gt;&#x0D;
        &lt;xsd:restriction base=""xsd:string""&gt;&#x0D;
            &lt;xsd:enumeration value=""0-25000"" /&gt;&#x0D;
            &lt;xsd:enumeration value=""25001-50000"" /&gt;&#x0D;
            &lt;xsd:enumeration value=""50001-75000"" /&gt;&#x0D;
            &lt;xsd:enumeration value=""75001-100000"" /&gt;&#x0D;
            &lt;xsd:enumeration value=""greater than 100000"" /&gt;&#x0D;
        &lt;/xsd:restriction&gt;&#x0D;
    &lt;/xsd:simpleType&gt;&#x0D;
&#x0D;
    &lt;xsd:simpleType name=""MileRangeType""&gt;&#x0D;
        &lt;xsd:restriction base=""xsd:string""&gt;&#x0D;
            &lt;xsd:enumeration value=""0-1 Miles"" /&gt;&#x0D;
            &lt;xsd:enumeration value=""1-2 Miles"" /&gt;&#x0D;
            &lt;xsd:enumeration value=""2-5 Miles"" /&gt;&#x0D;
            &lt;xsd:enumeration value=""5-10 Miles"" /&gt;&#x0D;
            &lt;xsd:enumeration value=""10+ Miles"" /&gt;&#x0D;
        &lt;/xsd:restriction&gt;&#x0D;
    &lt;/xsd:simpleType&gt;&#x0D;
&#x0D;
    &lt;xsd:element name=""IndividualSurvey""&gt;&#x0D;
        &lt;xsd:complexType&gt;&#x0D;
            &lt;xsd:sequence&gt;&#x0D;
                &lt;xsd:element name=""TotalPurchaseYTD"" type=""xsd:decimal"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""DateFirstPurchase"" type=""xsd:date"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""BirthDate"" type=""xsd:date"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""MaritalStatus"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""YearlyIncome"" type=""SalaryType"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""Gender"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""TotalChildren"" type=""xsd:int"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""NumberChildrenAtHome"" type=""xsd:int"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""Education"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""Occupation"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""HomeOwnerFlag"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""NumberCarsOwned"" type=""xsd:int"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""Hobby"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""unbounded"" /&gt;&#x0D;
                &lt;xsd:element name=""CommuteDistance"" type=""MileRangeType"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
                &lt;xsd:element name=""Comments"" type=""xsd:string"" minOccurs=""0"" maxOccurs=""1"" /&gt;&#x0D;
            &lt;/xsd:sequence&gt;&#x0D;
        &lt;/xsd:complexType&gt;&#x0D;
    &lt;/xsd:element&gt;&#x0D;
&lt;/xsd:schema&gt;';&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
